step,loss,tokens,model
5880,4.0519,770703360,old_baseline_4e_top1
5890,3.99,772014080,old_baseline_4e_top1
5900,4.0603,773324800,old_baseline_4e_top1
5910,3.919,774635520,old_baseline_4e_top1
5920,4.0251,775946240,old_baseline_4e_top1
5930,4.085,777256960,old_baseline_4e_top1
5940,3.9716,778567680,old_baseline_4e_top1
5950,4.0238,779878400,old_baseline_4e_top1
5960,4.0307,781189120,old_baseline_4e_top1
5970,4.0886,782499840,old_baseline_4e_top1
5980,4.004,783810560,old_baseline_4e_top1
5990,3.9845,785121280,old_baseline_4e_top1
6000,3.9985,786432000,old_baseline_4e_top1
6010,4.0379,787742720,old_baseline_4e_top1
6020,4.0732,789053440,old_baseline_4e_top1
6030,4.0056,790364160,old_baseline_4e_top1
6040,4.0218,791674880,old_baseline_4e_top1
6050,4.0182,792985600,old_baseline_4e_top1
6060,4.0246,794296320,old_baseline_4e_top1
6070,4.1093,795607040,old_baseline_4e_top1
6080,3.9921,796917760,old_baseline_4e_top1
6090,4.0199,798228480,old_baseline_4e_top1
6100,3.964,799539200,old_baseline_4e_top1
6110,4.0493,800849920,old_baseline_4e_top1
6120,4.0783,802160640,old_baseline_4e_top1
6130,4.0267,803471360,old_baseline_4e_top1
6140,4.0265,804782080,old_baseline_4e_top1
6150,3.9498,806092800,old_baseline_4e_top1
6160,4.0651,807403520,old_baseline_4e_top1
6170,3.934,808714240,old_baseline_4e_top1
6180,3.946,810024960,old_baseline_4e_top1
6190,4.0186,811335680,old_baseline_4e_top1
6200,4.0914,812646400,old_baseline_4e_top1
6210,3.9962,813957120,old_baseline_4e_top1
6220,3.9649,815267840,old_baseline_4e_top1
6230,3.9651,816578560,old_baseline_4e_top1
6240,4.0293,817889280,old_baseline_4e_top1
6250,3.9494,819200000,old_baseline_4e_top1
6260,4.0336,820510720,old_baseline_4e_top1
6270,3.9668,821821440,old_baseline_4e_top1
6280,4.0217,823132160,old_baseline_4e_top1
6290,3.9478,824442880,old_baseline_4e_top1
6300,4.0254,825753600,old_baseline_4e_top1
6310,4.018,827064320,old_baseline_4e_top1
6320,3.9553,828375040,old_baseline_4e_top1
6330,4.0218,829685760,old_baseline_4e_top1
6340,3.9748,830996480,old_baseline_4e_top1
6350,4.0098,832307200,old_baseline_4e_top1
6360,4.0939,833617920,old_baseline_4e_top1
6370,4.052,834928640,old_baseline_4e_top1
6380,3.9711,836239360,old_baseline_4e_top1
6390,3.9948,837550080,old_baseline_4e_top1
6400,4.0337,838860800,old_baseline_4e_top1
6410,4.0222,840171520,old_baseline_4e_top1
6420,4.0119,841482240,old_baseline_4e_top1
6430,4.0515,842792960,old_baseline_4e_top1
6440,3.9655,844103680,old_baseline_4e_top1
6450,3.8527,845414400,old_baseline_4e_top1
6460,3.9385,846725120,old_baseline_4e_top1
6470,3.9869,848035840,old_baseline_4e_top1
6480,4.0185,849346560,old_baseline_4e_top1
6490,3.9869,850657280,old_baseline_4e_top1
6500,4.0436,851968000,old_baseline_4e_top1
6510,4.0038,853278720,old_baseline_4e_top1
6520,4.0036,854589440,old_baseline_4e_top1
6530,3.9741,855900160,old_baseline_4e_top1
6540,3.9622,857210880,old_baseline_4e_top1
6550,3.9598,858521600,old_baseline_4e_top1
6560,3.9458,859832320,old_baseline_4e_top1
6570,4.0286,861143040,old_baseline_4e_top1
6580,3.9721,862453760,old_baseline_4e_top1
6590,3.9816,863764480,old_baseline_4e_top1
6600,4.0142,865075200,old_baseline_4e_top1
6610,3.9466,866385920,old_baseline_4e_top1
6620,3.9287,867696640,old_baseline_4e_top1
6630,3.9256,869007360,old_baseline_4e_top1
6640,4.006,870318080,old_baseline_4e_top1
6650,3.9582,871628800,old_baseline_4e_top1
6660,3.9377,872939520,old_baseline_4e_top1
6670,4.0039,874250240,old_baseline_4e_top1
6680,3.937,875560960,old_baseline_4e_top1
6690,3.9415,876871680,old_baseline_4e_top1
6700,3.9829,878182400,old_baseline_4e_top1
6710,3.9336,879493120,old_baseline_4e_top1
6720,4.0531,880803840,old_baseline_4e_top1
6730,4.0217,882114560,old_baseline_4e_top1
6740,3.9321,883425280,old_baseline_4e_top1
6750,4.0543,884736000,old_baseline_4e_top1
6760,4.036,886046720,old_baseline_4e_top1
6770,3.9206,887357440,old_baseline_4e_top1
6780,3.9584,888668160,old_baseline_4e_top1
6790,3.9336,889978880,old_baseline_4e_top1
6800,3.8983,891289600,old_baseline_4e_top1
6810,3.9857,892600320,old_baseline_4e_top1
6820,3.973,893911040,old_baseline_4e_top1
6830,3.8889,895221760,old_baseline_4e_top1
6840,3.9255,896532480,old_baseline_4e_top1
6850,3.9433,897843200,old_baseline_4e_top1
6860,3.9629,899153920,old_baseline_4e_top1
6870,4.0193,900464640,old_baseline_4e_top1
6880,3.8893,901775360,old_baseline_4e_top1
6890,3.9282,903086080,old_baseline_4e_top1
6900,3.9276,904396800,old_baseline_4e_top1
6910,4.0022,905707520,old_baseline_4e_top1
6920,3.8834,907018240,old_baseline_4e_top1
6930,3.98,908328960,old_baseline_4e_top1
6940,4.0155,909639680,old_baseline_4e_top1
6950,3.9162,910950400,old_baseline_4e_top1
6960,3.9731,912261120,old_baseline_4e_top1
6970,4.055,913571840,old_baseline_4e_top1
6980,3.9441,914882560,old_baseline_4e_top1
6990,3.8725,916193280,old_baseline_4e_top1
7000,3.9031,917504000,old_baseline_4e_top1
7010,3.9625,918814720,old_baseline_4e_top1
7020,3.9117,920125440,old_baseline_4e_top1
7030,3.9223,921436160,old_baseline_4e_top1
7040,3.9074,922746880,old_baseline_4e_top1
7050,3.998,924057600,old_baseline_4e_top1
7060,3.8933,925368320,old_baseline_4e_top1
7070,3.9788,926679040,old_baseline_4e_top1
7080,3.9657,927989760,old_baseline_4e_top1
7090,4.0246,929300480,old_baseline_4e_top1
7100,3.9175,930611200,old_baseline_4e_top1
7110,3.8395,931921920,old_baseline_4e_top1
7120,3.8962,933232640,old_baseline_4e_top1
7130,4.032,934543360,old_baseline_4e_top1
7140,3.9445,935854080,old_baseline_4e_top1
7150,3.8923,937164800,old_baseline_4e_top1
7160,3.8431,938475520,old_baseline_4e_top1
7170,3.9735,939786240,old_baseline_4e_top1
7180,3.9381,941096960,old_baseline_4e_top1
7190,3.9292,942407680,old_baseline_4e_top1
7200,3.9205,943718400,old_baseline_4e_top1
7210,3.8989,945029120,old_baseline_4e_top1
7220,3.9359,946339840,old_baseline_4e_top1
7230,3.9126,947650560,old_baseline_4e_top1
7240,3.979,948961280,old_baseline_4e_top1
7250,3.9295,950272000,old_baseline_4e_top1
7260,3.9153,951582720,old_baseline_4e_top1
7270,3.9168,952893440,old_baseline_4e_top1
7280,3.9378,954204160,old_baseline_4e_top1
7290,3.911,955514880,old_baseline_4e_top1
7300,3.9318,956825600,old_baseline_4e_top1
7310,3.9744,958136320,old_baseline_4e_top1
7320,3.9567,959447040,old_baseline_4e_top1
7330,3.9561,960757760,old_baseline_4e_top1
7340,3.8721,962068480,old_baseline_4e_top1
7350,3.9835,963379200,old_baseline_4e_top1
7360,3.9087,964689920,old_baseline_4e_top1
7370,3.914,966000640,old_baseline_4e_top1
7380,3.9797,967311360,old_baseline_4e_top1
7390,3.9281,968622080,old_baseline_4e_top1
7400,3.9417,969932800,old_baseline_4e_top1
7410,3.8921,971243520,old_baseline_4e_top1
7420,3.8786,972554240,old_baseline_4e_top1
7430,3.9184,973864960,old_baseline_4e_top1
7440,3.8846,975175680,old_baseline_4e_top1
7450,3.8417,976486400,old_baseline_4e_top1
7460,3.9058,977797120,old_baseline_4e_top1
7470,3.8693,979107840,old_baseline_4e_top1
7480,3.9323,980418560,old_baseline_4e_top1
7490,3.9008,981729280,old_baseline_4e_top1
7500,3.951,983040000,old_baseline_4e_top1
7510,3.8849,984350720,old_baseline_4e_top1
7520,3.9441,985661440,old_baseline_4e_top1
7530,3.8832,986972160,old_baseline_4e_top1
7540,3.9133,988282880,old_baseline_4e_top1
7550,3.9283,989593600,old_baseline_4e_top1
7560,3.822,990904320,old_baseline_4e_top1
7570,3.8788,992215040,old_baseline_4e_top1
7580,3.9302,993525760,old_baseline_4e_top1
7590,3.8985,994836480,old_baseline_4e_top1
7600,3.9233,996147200,old_baseline_4e_top1
7610,3.8881,997457920,old_baseline_4e_top1
7620,3.8179,998768640,old_baseline_4e_top1
7630,3.9779,1000079360,old_baseline_4e_top1
7640,3.8883,1001390080,old_baseline_4e_top1
7650,3.8637,1002700800,old_baseline_4e_top1
7660,3.8784,1004011520,old_baseline_4e_top1
7670,3.9354,1005322240,old_baseline_4e_top1
7680,3.9368,1006632960,old_baseline_4e_top1
7690,3.9675,1007943680,old_baseline_4e_top1
7700,3.9265,1009254400,old_baseline_4e_top1
7710,3.8962,1010565120,old_baseline_4e_top1
7720,3.9019,1011875840,old_baseline_4e_top1
7730,3.8282,1013186560,old_baseline_4e_top1
7740,3.8997,1014497280,old_baseline_4e_top1
7750,3.7854,1015808000,old_baseline_4e_top1
7760,3.9773,1017118720,old_baseline_4e_top1
7770,3.8783,1018429440,old_baseline_4e_top1
7780,3.8249,1019740160,old_baseline_4e_top1
7790,3.8233,1021050880,old_baseline_4e_top1
7800,3.9098,1022361600,old_baseline_4e_top1
7810,3.9218,1023672320,old_baseline_4e_top1
7820,3.8627,1024983040,old_baseline_4e_top1
7830,3.8633,1026293760,old_baseline_4e_top1
7840,3.8874,1027604480,old_baseline_4e_top1
7850,3.8562,1028915200,old_baseline_4e_top1
7860,3.9387,1030225920,old_baseline_4e_top1
7870,3.8623,1031536640,old_baseline_4e_top1
7880,3.8483,1032847360,old_baseline_4e_top1
7890,3.9422,1034158080,old_baseline_4e_top1
7900,3.896,1035468800,old_baseline_4e_top1
7910,3.8702,1036779520,old_baseline_4e_top1
7920,3.9365,1038090240,old_baseline_4e_top1
7930,3.907,1039400960,old_baseline_4e_top1
7940,3.945,1040711680,old_baseline_4e_top1
7950,3.8309,1042022400,old_baseline_4e_top1
7960,3.8673,1043333120,old_baseline_4e_top1
7970,3.8627,1044643840,old_baseline_4e_top1
7980,3.8657,1045954560,old_baseline_4e_top1
7990,3.8858,1047265280,old_baseline_4e_top1
8000,3.8359,1048576000,old_baseline_4e_top1
8010,3.8183,1049886720,old_baseline_4e_top1
8020,3.9222,1051197440,old_baseline_4e_top1
8030,3.8485,1052508160,old_baseline_4e_top1
8040,3.9104,1053818880,old_baseline_4e_top1
8050,3.861,1055129600,old_baseline_4e_top1
8060,3.8528,1056440320,old_baseline_4e_top1
8070,3.7874,1057751040,old_baseline_4e_top1
8080,3.8953,1059061760,old_baseline_4e_top1
8090,3.8961,1060372480,old_baseline_4e_top1
8100,3.9042,1061683200,old_baseline_4e_top1
8110,3.8737,1062993920,old_baseline_4e_top1
8120,3.9075,1064304640,old_baseline_4e_top1
8130,3.8351,1065615360,old_baseline_4e_top1
8140,3.8572,1066926080,old_baseline_4e_top1
8150,3.8747,1068236800,old_baseline_4e_top1
8160,3.8628,1069547520,old_baseline_4e_top1
8170,3.8548,1070858240,old_baseline_4e_top1
8180,3.9184,1072168960,old_baseline_4e_top1
8190,3.8525,1073479680,old_baseline_4e_top1
8200,3.8129,1074790400,old_baseline_4e_top1
8210,3.8462,1076101120,old_baseline_4e_top1
8220,3.8714,1077411840,old_baseline_4e_top1
8230,3.8339,1078722560,old_baseline_4e_top1
8240,3.885,1080033280,old_baseline_4e_top1
8250,3.8386,1081344000,old_baseline_4e_top1
8260,3.8879,1082654720,old_baseline_4e_top1
8270,3.8327,1083965440,old_baseline_4e_top1
8280,3.8593,1085276160,old_baseline_4e_top1
8290,3.9,1086586880,old_baseline_4e_top1
8300,3.8409,1087897600,old_baseline_4e_top1
8310,3.873,1089208320,old_baseline_4e_top1
8320,3.8411,1090519040,old_baseline_4e_top1
8330,3.8715,1091829760,old_baseline_4e_top1
8340,3.7983,1093140480,old_baseline_4e_top1
8350,3.8858,1094451200,old_baseline_4e_top1
8360,3.8466,1095761920,old_baseline_4e_top1
8370,3.8148,1097072640,old_baseline_4e_top1
8380,3.8579,1098383360,old_baseline_4e_top1
8390,3.8592,1099694080,old_baseline_4e_top1
8400,3.8628,1101004800,old_baseline_4e_top1
8410,3.8936,1102315520,old_baseline_4e_top1
8420,3.8478,1103626240,old_baseline_4e_top1
8430,3.809,1104936960,old_baseline_4e_top1
8440,3.8666,1106247680,old_baseline_4e_top1
8450,3.8521,1107558400,old_baseline_4e_top1
8460,3.7766,1108869120,old_baseline_4e_top1
8470,3.9274,1110179840,old_baseline_4e_top1
8480,3.8208,1111490560,old_baseline_4e_top1
8490,3.9092,1112801280,old_baseline_4e_top1
8500,3.9142,1114112000,old_baseline_4e_top1
8510,3.8642,1115422720,old_baseline_4e_top1
8520,3.8091,1116733440,old_baseline_4e_top1
8530,3.7227,1118044160,old_baseline_4e_top1
8540,3.9015,1119354880,old_baseline_4e_top1
8550,3.8692,1120665600,old_baseline_4e_top1
8560,3.7643,1121976320,old_baseline_4e_top1
8570,3.8264,1123287040,old_baseline_4e_top1
8580,3.8202,1124597760,old_baseline_4e_top1
8590,3.8632,1125908480,old_baseline_4e_top1
8600,3.8342,1127219200,old_baseline_4e_top1
8610,3.8826,1128529920,old_baseline_4e_top1
8620,3.8201,1129840640,old_baseline_4e_top1
8630,3.8248,1131151360,old_baseline_4e_top1
8640,3.8263,1132462080,old_baseline_4e_top1
8650,3.865,1133772800,old_baseline_4e_top1
8660,3.8545,1135083520,old_baseline_4e_top1
8670,3.8117,1136394240,old_baseline_4e_top1
8680,3.9341,1137704960,old_baseline_4e_top1
8690,3.8463,1139015680,old_baseline_4e_top1
8700,3.8028,1140326400,old_baseline_4e_top1
8710,3.8619,1141637120,old_baseline_4e_top1
8720,3.8047,1142947840,old_baseline_4e_top1
8730,3.8013,1144258560,old_baseline_4e_top1
8740,3.8298,1145569280,old_baseline_4e_top1
8750,3.7853,1146880000,old_baseline_4e_top1
8760,3.9318,1148190720,old_baseline_4e_top1
8770,3.8375,1149501440,old_baseline_4e_top1
8780,3.8785,1150812160,old_baseline_4e_top1
8790,3.8499,1152122880,old_baseline_4e_top1
8800,3.8889,1153433600,old_baseline_4e_top1
8810,3.7934,1154744320,old_baseline_4e_top1
8820,3.7684,1156055040,old_baseline_4e_top1
8830,3.8024,1157365760,old_baseline_4e_top1
8840,3.9092,1158676480,old_baseline_4e_top1
8850,3.8515,1159987200,old_baseline_4e_top1
8860,3.8385,1161297920,old_baseline_4e_top1
8870,3.9182,1162608640,old_baseline_4e_top1
8880,3.7659,1163919360,old_baseline_4e_top1
8890,3.7753,1165230080,old_baseline_4e_top1
8900,3.8095,1166540800,old_baseline_4e_top1
8910,3.8188,1167851520,old_baseline_4e_top1
8920,3.9011,1169162240,old_baseline_4e_top1
8930,3.8281,1170472960,old_baseline_4e_top1
8940,3.8383,1171783680,old_baseline_4e_top1
8950,3.7875,1173094400,old_baseline_4e_top1
8960,3.7702,1174405120,old_baseline_4e_top1
8970,3.8954,1175715840,old_baseline_4e_top1
8980,3.8405,1177026560,old_baseline_4e_top1
8990,3.7117,1178337280,old_baseline_4e_top1
9000,3.7872,1179648000,old_baseline_4e_top1
9010,3.7628,1180958720,old_baseline_4e_top1
9020,3.8116,1182269440,old_baseline_4e_top1
9030,3.733,1183580160,old_baseline_4e_top1
9040,3.7202,1184890880,old_baseline_4e_top1
9050,3.796,1186201600,old_baseline_4e_top1
9060,3.7961,1187512320,old_baseline_4e_top1
9070,3.6765,1188823040,old_baseline_4e_top1
9080,3.7815,1190133760,old_baseline_4e_top1
9090,3.8377,1191444480,old_baseline_4e_top1
9100,3.8149,1192755200,old_baseline_4e_top1
9110,3.7416,1194065920,old_baseline_4e_top1
9120,3.7838,1195376640,old_baseline_4e_top1
9130,3.7905,1196687360,old_baseline_4e_top1
9140,3.7741,1197998080,old_baseline_4e_top1
9150,3.7814,1199308800,old_baseline_4e_top1
9160,3.8406,1200619520,old_baseline_4e_top1
9170,3.8204,1201930240,old_baseline_4e_top1
9180,3.8259,1203240960,old_baseline_4e_top1
9190,3.7861,1204551680,old_baseline_4e_top1
9200,3.8154,1205862400,old_baseline_4e_top1
9210,3.8386,1207173120,old_baseline_4e_top1
9220,3.7641,1208483840,old_baseline_4e_top1
9230,3.7973,1209794560,old_baseline_4e_top1
9240,3.802,1211105280,old_baseline_4e_top1
9250,3.7423,1212416000,old_baseline_4e_top1
9260,3.8377,1213726720,old_baseline_4e_top1
9270,3.7902,1215037440,old_baseline_4e_top1
9280,3.7935,1216348160,old_baseline_4e_top1
9290,3.7438,1217658880,old_baseline_4e_top1
9300,3.7926,1218969600,old_baseline_4e_top1
9310,3.799,1220280320,old_baseline_4e_top1
9320,3.7345,1221591040,old_baseline_4e_top1
9330,3.767,1222901760,old_baseline_4e_top1
9340,3.7394,1224212480,old_baseline_4e_top1
9350,3.7993,1225523200,old_baseline_4e_top1
9360,3.8486,1226833920,old_baseline_4e_top1
9370,3.8464,1228144640,old_baseline_4e_top1
9380,3.8257,1229455360,old_baseline_4e_top1
9390,3.8197,1230766080,old_baseline_4e_top1
9400,3.794,1232076800,old_baseline_4e_top1
9410,3.8376,1233387520,old_baseline_4e_top1
9420,3.8254,1234698240,old_baseline_4e_top1
9430,3.817,1236008960,old_baseline_4e_top1
9440,3.8263,1237319680,old_baseline_4e_top1
9450,3.8264,1238630400,old_baseline_4e_top1
9460,3.8327,1239941120,old_baseline_4e_top1
9470,3.7822,1241251840,old_baseline_4e_top1
9480,3.8263,1242562560,old_baseline_4e_top1
9490,3.8639,1243873280,old_baseline_4e_top1
9500,3.7736,1245184000,old_baseline_4e_top1
9510,3.8182,1246494720,old_baseline_4e_top1
9520,3.8092,1247805440,old_baseline_4e_top1
9530,3.711,1249116160,old_baseline_4e_top1
9540,3.8206,1250426880,old_baseline_4e_top1
9550,3.7924,1251737600,old_baseline_4e_top1
9560,3.774,1253048320,old_baseline_4e_top1
9570,3.8324,1254359040,old_baseline_4e_top1
9580,3.8133,1255669760,old_baseline_4e_top1
9590,3.8277,1256980480,old_baseline_4e_top1
9600,3.7856,1258291200,old_baseline_4e_top1
9610,3.7651,1259601920,old_baseline_4e_top1
9620,3.7904,1260912640,old_baseline_4e_top1
9630,3.8067,1262223360,old_baseline_4e_top1
9640,3.7181,1263534080,old_baseline_4e_top1
9650,3.7514,1264844800,old_baseline_4e_top1
9660,3.8176,1266155520,old_baseline_4e_top1
9670,3.7742,1267466240,old_baseline_4e_top1
9680,3.7016,1268776960,old_baseline_4e_top1
9690,3.7039,1270087680,old_baseline_4e_top1
9700,3.7957,1271398400,old_baseline_4e_top1
9710,3.8715,1272709120,old_baseline_4e_top1
9720,3.8403,1274019840,old_baseline_4e_top1
9730,3.7115,1275330560,old_baseline_4e_top1
9740,3.7983,1276641280,old_baseline_4e_top1
9750,3.8102,1277952000,old_baseline_4e_top1
9760,3.8161,1279262720,old_baseline_4e_top1
9770,3.7526,1280573440,old_baseline_4e_top1
9780,3.8034,1281884160,old_baseline_4e_top1
9790,3.742,1283194880,old_baseline_4e_top1
9800,3.8123,1284505600,old_baseline_4e_top1
9810,3.7432,1285816320,old_baseline_4e_top1
9820,3.7999,1287127040,old_baseline_4e_top1
9830,3.7969,1288437760,old_baseline_4e_top1
9840,3.7355,1289748480,old_baseline_4e_top1
9850,3.7153,1291059200,old_baseline_4e_top1
9860,3.8226,1292369920,old_baseline_4e_top1
9870,3.7113,1293680640,old_baseline_4e_top1
9880,3.7286,1294991360,old_baseline_4e_top1
9890,3.7428,1296302080,old_baseline_4e_top1
9900,3.7521,1297612800,old_baseline_4e_top1
9910,3.7647,1298923520,old_baseline_4e_top1
9920,3.731,1300234240,old_baseline_4e_top1
9930,3.8883,1301544960,old_baseline_4e_top1
9940,3.7265,1302855680,old_baseline_4e_top1
9950,3.8171,1304166400,old_baseline_4e_top1
9960,3.7875,1305477120,old_baseline_4e_top1
9970,3.7357,1306787840,old_baseline_4e_top1
9980,3.7548,1308098560,old_baseline_4e_top1
9990,3.7433,1309409280,old_baseline_4e_top1
10000,3.7728,1310720000,old_baseline_4e_top1
10010,3.6807,1312030720,old_baseline_4e_top1
10020,3.7764,1313341440,old_baseline_4e_top1
10030,3.6984,1314652160,old_baseline_4e_top1
10040,3.8092,1315962880,old_baseline_4e_top1
10050,3.7274,1317273600,old_baseline_4e_top1
10060,3.734,1318584320,old_baseline_4e_top1
10070,3.727,1319895040,old_baseline_4e_top1
10080,3.7114,1321205760,old_baseline_4e_top1
10090,3.7525,1322516480,old_baseline_4e_top1
10100,3.7569,1323827200,old_baseline_4e_top1
10110,3.7567,1325137920,old_baseline_4e_top1
10120,3.8228,1326448640,old_baseline_4e_top1
10130,3.7543,1327759360,old_baseline_4e_top1
10140,3.7808,1329070080,old_baseline_4e_top1
10150,3.741,1330380800,old_baseline_4e_top1
10160,3.7321,1331691520,old_baseline_4e_top1
10170,3.8183,1333002240,old_baseline_4e_top1
10180,3.7147,1334312960,old_baseline_4e_top1
10190,3.7167,1335623680,old_baseline_4e_top1
10200,3.813,1336934400,old_baseline_4e_top1
10210,3.7654,1338245120,old_baseline_4e_top1
10220,3.7494,1339555840,old_baseline_4e_top1
10230,3.769,1340866560,old_baseline_4e_top1
10240,3.7371,1342177280,old_baseline_4e_top1
10250,3.8573,1343488000,old_baseline_4e_top1
10260,3.7111,1344798720,old_baseline_4e_top1
10270,3.7987,1346109440,old_baseline_4e_top1
10280,3.6721,1347420160,old_baseline_4e_top1
10290,3.6869,1348730880,old_baseline_4e_top1
10300,3.8067,1350041600,old_baseline_4e_top1
10310,3.7185,1351352320,old_baseline_4e_top1
10320,3.6337,1352663040,old_baseline_4e_top1
10330,3.6896,1353973760,old_baseline_4e_top1
10340,3.7681,1355284480,old_baseline_4e_top1
10350,3.7615,1356595200,old_baseline_4e_top1
10360,3.7866,1357905920,old_baseline_4e_top1
10370,3.8716,1359216640,old_baseline_4e_top1
10380,3.8304,1360527360,old_baseline_4e_top1
10390,3.755,1361838080,old_baseline_4e_top1
10400,3.7554,1363148800,old_baseline_4e_top1
10410,3.7033,1364459520,old_baseline_4e_top1
10420,3.8057,1365770240,old_baseline_4e_top1
10430,3.7539,1367080960,old_baseline_4e_top1
10440,3.7827,1368391680,old_baseline_4e_top1
10450,3.802,1369702400,old_baseline_4e_top1
10460,3.7121,1371013120,old_baseline_4e_top1
